Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,TIME_DETAIL,Value
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH03,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,48.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH04,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,160.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH04,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,101.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH04,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,97.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH04,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,55.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH05,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,89.5
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH05,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,122.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH05,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,73.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH05,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,31.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH06,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,98.8
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH06,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,106.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH06,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,67.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH06,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,60.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH08,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,108.2
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH08,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,101.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH08,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,69.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH08,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,40.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH09,,Y0T4,,,PER_100_LIVE_BIRTHS,2000,90.8
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH10,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,116.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH10,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,86.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH10,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,80.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH22,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,110.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH22,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,47.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH22,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,41.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,49.7
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,52.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,18.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,23.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,151.3
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,143.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,74.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,75.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,172.7
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,106.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,57.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,36.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,94.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,60.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,56.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,129.6
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,110.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,93.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,63.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,118.5
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,102.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,84.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,31.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,126.6
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,116.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,54.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,37.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH07_KH18_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,2000,124.4
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH10_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,2000,119.5
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,229.3
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,165.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,106.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,80.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH22_KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,2000,124.6
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH07_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,83.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH07_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,73.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH07_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,44.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_KH09_KH18,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,104.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_KH09_KH18,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,63.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_KH09_KH18,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,42.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,146.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,118.0
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_DYN_MORT,KH_AGG_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,2014,79.0
