Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,TIME_DETAIL,Value
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH06,,Y0T4,,,PT,2014,47.2
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH06,,Y0T4,,,PT,2014,41.1
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH06,,Y0T4,,,PT,2014,49.9
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH06,,Y0T4,,,PT,2014,36.4
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH08,,Y0T4,,,PT,2014,46.2
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH08,,Y0T4,,,PT,2014,26.8
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH08,,Y0T4,,,PT,2014,34.9
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH08,,Y0T4,,,PT,2014,28.1
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH09,,Y0T4,,,PT,2000,55.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH10,,Y0T4,,,PT,2014,37.1
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH10,,Y0T4,,,PT,2014,47.6
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH10,,Y0T4,,,PT,2014,38.4
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH22,,Y0T4,,,PT,2014,47.3
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH22,,Y0T4,,,PT,2014,39.6
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH22,,Y0T4,,,PT,2014,36.3
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH12,,Y0T4,,,PT,2014,22.6
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH12,,Y0T4,,,PT,2014,22.3
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH12,,Y0T4,,,PT,2014,25.1
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH12,,Y0T4,,,PT,2014,17.9
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH14,,Y0T4,,,PT,2014,51.2
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH14,,Y0T4,,,PT,2014,38.3
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH14,,Y0T4,,,PT,2014,34.6
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH14,,Y0T4,,,PT,2014,32.7
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH15,,Y0T4,,,PT,2014,46.3
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH15,,Y0T4,,,PT,2014,61.6
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH15,,Y0T4,,,PT,2014,44.8
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH15,,Y0T4,,,PT,2014,38.8
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH17,,Y0T4,,,PT,2014,53.3
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH17,,Y0T4,,,PT,2014,50.3
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH17,,Y0T4,,,PT,2014,35.9
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH20,,Y0T4,,,PT,2014,51.3
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH20,,Y0T4,,,PT,2014,35.4
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH20,,Y0T4,,,PT,2014,31.2
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH20,,Y0T4,,,PT,2014,32.8
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH21,,Y0T4,,,PT,2014,42.1
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH21,,Y0T4,,,PT,2014,38.5
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH21,,Y0T4,,,PT,2014,41.3
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH21,,Y0T4,,,PT,2014,30.7
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH02_KH24,,Y0T4,,,PT,2014,36.3
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH02_KH24,,Y0T4,,,PT,2014,36.2
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH02_KH24,,Y0T4,,,PT,2014,26.5
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH02_KH24,,Y0T4,,,PT,2014,24.9
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH07_KH18_KH23,,Y0T4,,,PT,2000,43.4
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH10_KH13_KH19,,Y0T4,,,PT,2000,51.0
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH11_KH16,,Y0T4,,,PT,2014,55.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH11_KH16,,Y0T4,,,PT,2014,54.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH11_KH16,,Y0T4,,,PT,2014,54.9
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH11_KH16,,Y0T4,,,PT,2014,39.8
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH22_KH17,,Y0T4,,,PT,2000,50.7
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH07_KH23,,Y0T4,,,PT,2014,28.2
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH07_KH23,,Y0T4,,,PT,2014,43.4
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH07_KH23,,Y0T4,,,PT,2014,25.2
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_KH09_KH18,,Y0T4,,,PT,2014,36.8
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_KH09_KH18,,Y0T4,,,PT,2014,41.8
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_KH09_KH18,,Y0T4,,,PT,2014,33.4
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH13_KH19,,Y0T4,,,PT,2014,42.0
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH13_KH19,,Y0T4,,,PT,2014,56.4
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_STNT,KH_AGG_KH13_KH19,,Y0T4,,,PT,2014,44.3
